loadingOrder,timestamp,longitude,latitude,carrierName,vesselMMSI,onboardDate,ETA,creatDate
DS133295450477,2020-03-09T00:13:08.000Z,113.827497,22.166802,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-09T02:36:58.000Z,113.769463,21.724432,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-09T03:06:18.000Z,113.720665,21.626823,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-09T07:29:38.000Z,113.57023,20.790937,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-09T08:10:08.000Z,113.562115,20.667312,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-09T10:17:58.000Z,113.494147,20.281628,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-09T12:59:08.000Z,113.445167,19.780128,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-09T16:42:48.000Z,113.361212,19.073877,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-10T00:16:38.000Z,113.18218,17.621141,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-10T02:48:18.000Z,113.120168,17.13338,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-10T03:05:28.000Z,113.113997,17.077251999999998,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-10T03:20:28.000Z,113.10854,17.027992,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-10T03:21:08.000Z,113.108345,17.026338,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-10T03:37:58.000Z,113.101828,16.970217,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-11T05:59:18.000Z,110.66202,12.281523,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-11T09:08:58.000Z,110.347805,11.702562,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
DS133295450477,2020-03-11T10:24:28.000Z,110.216927,11.464595,RWHZVZ,B2311537929,2020/03/08  23:42:38,2020/03/15  11:27:22,2020/06/18  20:06:08
