loadingOrder,change_ship,label,leave_port_lat,leave_port_lon,des_port_lat,des_port_lon
TD105110576689,0,2794474.0,22.5777,114.275347,3.875255,-77.068433
JL371362923091,0,2127776.0,22.5777,114.275347,50.790419,-1.121292
HY815298001391,0,2123986.0,22.5777,114.275347,51.963177,1.313896
BQ645197048696,0,2324763.0,22.694213,113.653433,-6.825322,39.287453
YE801004302623,1,2952797.0,22.5777,114.275347,53.345724,-6.199016
VB878746820066,0,2464066.0,-23.954513000000002,-46.28402,22.419915,114.13970900000001
BO917497639184,1,2342674.0,22.5777,114.275347,33.599299,-7.607741000000001
IA574503708752,0,2558742.0,22.559462,113.86305800000001,-23.954513000000002,-46.28402
RK703444130270,2,2359749.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
YI447354974555,0,2125747.0,22.694213,113.653433,-22.928144,14.529515
DA262616110664,1,2358979.0,22.5777,114.275347,32.118763,20.065502
RY626197852820,1,2992002.0,22.5777,114.275347,53.345724,-6.199016
TC804051594488,0,2315998.0,22.5777,114.275347,51.90936,4.6026739999999995
GS979252425964,0,3224664.0,22.5777,114.275347,-12.030142999999999,-77.13264699999999
BH571634089375,0,3711236.0,22.694213,113.653433,6.449741,3.3795949999999997
IY705829902695,1,3308252.0,22.5777,114.275347,32.886587,13.181617000000001
LC376738927446,0,3338731.0,22.694213,113.653433,6.449741,3.3795949999999997
SY990377937919,0,3763792.0000000005,22.694213,113.653433,6.449741,3.3795949999999997
PF397608090064,0,2522676.0,22.559462,113.86305800000001,17.936756,-102.172503
OC134091617321,0,2445920.0,22.5777,114.275347,53.508008999999994,9.963777
CE449678889276,1,3966837.0000000005,22.5777,114.275347,-6.825322,39.287453
IG845084760941,0,3728309.0,22.694213,113.653433,6.449741,3.3795949999999997
TH147811667503,0,3171216.0,22.694213,113.653433,5.651612,0.001217
NF333558792819,0,2986985.0,22.694213,113.653433,6.449741,3.3795949999999997
DD793231597716,0,2186541.0,22.559462,113.86305800000001,19.085960999999998,-104.305571
WY440275693363,0,2959377.0,22.419915,114.13970900000001,-34.903857,-56.212547
MM623892661988,1,2520158.0,22.5777,114.275347,44.701908,37.789794
KE593588956698,0,2191643.0,22.5777,114.275347,50.790419,-1.121292
FM335494552885,0,2893460.0,-2.261349,-79.90301,22.419915,114.13970900000001
YL469854031637,1,2282353.0,22.5777,114.275347,33.599299,-7.607741000000001
DZ748001304110,0,2183523.0,22.5777,114.275347,51.90936,4.6026739999999995
DL623391824787,1,3705315.0,22.694213,113.653433,4.027768,9.668861999999999
MY666077352260,0,2188275.0,22.559462,113.86305800000001,45.537061,13.728527
IE807330958896,1,3146711.0,45.537061,13.728527,22.419915,114.13970900000001
MI698648463677,0,2481242.0,22.5777,114.275347,-23.954513000000002,-46.28402
II830158034235,0,4051199.0000000005,22.694213,113.653433,6.449741,3.3795949999999997
NQ425979120426,0,2110450.0,22.5777,114.275347,19.085960999999998,-104.305571
TD208529582023,0,2481242.0,22.5777,114.275347,-23.954513000000002,-46.28402
MQ134591979837,0,2427611.0,22.5777,114.275347,-23.954513000000002,-46.28402
XW317033120972,1,2799207.0,45.537061,13.728527,22.419915,114.13970900000001
KM780018090821,0,2315998.0,22.5777,114.275347,51.90936,4.6026739999999995
XL745699114539,0,3511905.0,22.559462,113.86305800000001,5.305333,-4.0041199999999995
JH325058301035,0,3114023.0,22.5777,114.275347,-12.030142999999999,-77.13264699999999
RQ820703498393,0,2612415.0,-20.211789000000003,-70.13894499999999,22.419915,114.13970900000001
QK157523030402,0,2633917.0,-23.954513000000002,-46.28402,22.419915,114.13970900000001
SN938647889099,0,2472523.0,22.5777,114.275347,-23.954513000000002,-46.28402
FL977593626119,0,3724037.0,22.694213,113.653433,-8.808546,13.245285
BY461156706527,0,2355550.0,22.559462,113.86305800000001,13.940551999999999,-90.787534
SS658297307641,0,2821241.0,22.559462,113.86305800000001,5.305333,-4.0041199999999995
GD290021808825,1,3747323.0000000005,22.559462,113.86305800000001,31.184241999999998,29.906483
TC418132331975,0,2699662.0,22.559462,113.86305800000001,-23.954513000000002,-46.28402
SY690938684841,1,4995885.0,22.694213,113.653433,2.939002,9.906216
CV861768777439,0,2158714.0,22.5777,114.275347,50.790419,-1.121292
HQ370093586363,1,3538637.0,22.419915,114.13970900000001,5.651612,0.001217
ZF268189839198,2,2813917.0,22.457789000000002,113.89657199999999,-12.725498,45.167177
KU952503944444,0,2729203.0,22.559462,113.86305800000001,-23.954513000000002,-46.28402
VI492102933176,1,2818125.0,22.5777,114.275347,32.886587,13.181617000000001
BS116418820831,0,2469451.0,22.559462,113.86305800000001,-33.030843,-71.642993
QL774959993762,2,4878892.0,-23.954513000000002,-46.28402,22.419915,114.13970900000001
IU516084396434,0,2426037.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
OO609258665269,0,3212526.0,22.559462,113.86305800000001,-2.261349,-79.90301
NJ436369961327,2,5322880.0,22.5777,114.275347,-12.725498,45.167177
SD176245256882,0,2123986.0,22.5777,114.275347,51.963177,1.313896
NS131172733552,0,2621594.0,31.344022,121.64364599999999,-12.030142999999999,-77.13264699999999
VY520038771090,1,3043573.0,45.537061,13.728527,22.419915,114.13970900000001
QK796749506315,0,3728309.0,22.694213,113.653433,6.449741,3.3795949999999997
FS344075718588,1,2222536.0,22.5777,114.275347,33.599299,-7.607741000000001
MT677788323282,0,3390914.0,22.559462,113.86305800000001,-34.627862,-58.35677
WF428205467782,1,3183329.0,22.5777,114.275347,14.697166000000001,-17.434224
IV706975896259,0,2727179.0,-12.030142999999999,-77.13264699999999,22.419915,114.13970900000001
EN486981684168,0,2104872.0,22.5777,114.275347,51.963177,1.313896
IH280422314194,0,2540762.0,22.5777,114.275347,-23.954513000000002,-46.28402
TK867389929850,0,2830774.0,22.559462,113.86305800000001,44.152504,28.650284000000003
LM206368280329,1,2480229.0,22.5777,114.275347,33.599299,-7.607741000000001
HC955095941003,1,2799207.0,45.537061,13.728527,22.419915,114.13970900000001
MM655481349908,1,3006494.0,22.5777,114.275347,9.517248,-13.703026999999999
SK363762735846,0,2405554.0,22.5777,114.275347,-23.954513000000002,-46.28402
CD290471414655,0,2181627.0,22.5777,114.275347,50.790419,-1.121292
DW613071562755,2,5555157.0,22.5777,114.275347,13.451867000000002,-16.589723
UI120722537697,0,2342823.0,22.5777,114.275347,-23.954513000000002,-46.28402
OE687284952631,0,3144073.0,22.559462,113.86305800000001,-2.261349,-79.90301
JS824816335170,1,2161548.0,45.537061,13.728527,22.5777,114.275347
GZ338361959066,0,3074488.0,22.5777,114.275347,-12.030142999999999,-77.13264699999999
ED820514068017,1,2234458.0,22.559462,113.86305800000001,19.085960999999998,-104.305571
RT861407025031,1,2611216.0,22.5777,114.275347,9.992181,-83.045998
DS689966033747,0,3304936.0,22.559462,113.86305800000001,5.305333,-4.0041199999999995
PB430934516434,0,2386442.0,45.537061,13.728527,22.5777,114.275347
ET359866790777,1,3856471.0000000005,22.694213,113.653433,2.939002,9.906216
BD759802966702,0,2115791.0,22.5777,114.275347,51.90936,4.6026739999999995
PF227308227902,1,2489194.0,22.5777,114.275347,33.599299,-7.607741000000001
XP544605930077,0,2648420.0,22.559462,113.86305800000001,-23.954513000000002,-46.28402
HH604132669991,0,2926139.0,22.694213,113.653433,5.651612,0.001217
LG865668079898,0,2398938.0,22.5777,114.275347,-23.954513000000002,-46.28402
BH888924550630,0,2255896.0,22.246522,114.167519,13.940551999999999,-90.787534
HJ679600086409,0,2842382.0,22.694213,113.653433,5.282197,-4.00494
RP147449173696,0,2224339.0,22.5777,114.275347,50.790419,-1.121292
RG470013887809,0,2150393.0,22.5777,114.275347,44.40565,8.946256
KR448365980726,0,2383378.0,22.5777,114.275347,-23.954513000000002,-46.28402
HK478596034528,0,2342823.0,22.5777,114.275347,-23.954513000000002,-46.28402
IS696505009743,0,2151966.0,22.5777,114.275347,9.352609,-79.88299
GG750830469198,1,4702249.0,22.694213,113.653433,4.027768,9.668861999999999
DP803196146531,0,2103616.0,22.559462,113.86305800000001,17.936756,-102.172503
KM371661030272,0,2111447.0,22.5777,114.275347,51.90936,4.6026739999999995
UC185989976615,0,2103616.0,22.559462,113.86305800000001,17.936756,-102.172503
LG665477429430,0,2161436.0,22.559462,113.86305800000001,45.537061,13.728527
UF992772621166,0,2401455.0,22.559462,113.86305800000001,-23.954513000000002,-46.28402
CF987537341674,0,2202543.0,22.5777,114.275347,51.963177,1.313896
MY883104806169,0,3180439.0,22.5777,114.275347,-12.030142999999999,-77.13264699999999
QT558612778482,0,2594231.0,22.5777,114.275347,-23.954513000000002,-46.28402
SE678907850072,2,2519957.0,22.5777,114.275347,-12.725498,45.167177
TM915821720750,0,2621424.0,22.694213,113.653433,5.651612,0.001217
TE493345303178,0,2426037.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
WL694875435084,0,2540762.0,22.5777,114.275347,-23.954513000000002,-46.28402
WG587516274485,0,3724037.0,22.694213,113.653433,-8.808546,13.245285
VD313905767940,0,2465286.0,22.559462,113.86305800000001,45.219417,14.569439000000001
SU436950414475,0,2889959.0,22.694213,113.653433,6.449741,3.3795949999999997
CI731673934438,0,2479695.0,-23.954513000000002,-46.28402,22.419915,114.13970900000001
RF384622703546,0,3728143.0,-34.595989,-58.368230000000004,22.419915,114.13970900000001
HK608272941737,2,3199689.0,22.5777,114.275347,9.992181,-83.045998
IS201294497949,0,2579568.0,22.5777,114.275347,51.963177,1.313896
QO258087172331,0,3224664.0,22.5777,114.275347,-12.030142999999999,-77.13264699999999
OS705094863005,0,2167572.0,22.5777,114.275347,50.790419,-1.121292
HY360115529619,0,2791778.0,22.694213,113.653433,5.651612,0.001217
NR911053008735,0,3142991.0,22.694213,113.653433,6.449741,3.3795949999999997
JS331381374914,0,2358697.0,22.5777,114.275347,-23.954513000000002,-46.28402
ED727299737157,0,2570423.0,22.5777,114.275347,-23.954513000000002,-46.28402
AI556878934887,0,2770562.0,22.694213,113.653433,5.651612,0.001217
SP495696547673,0,2104872.0,22.5777,114.275347,51.963177,1.313896
GE827528977218,0,2947032.0,22.5777,114.275347,-23.954513000000002,-46.28402
MS870890686869,0,2526602.0,22.559462,113.86305800000001,13.940551999999999,-90.787534
BT770907821221,1,2577505.0,22.5777,114.275347,33.599299,-7.607741000000001
SW963352438367,1,3074752.0,45.537061,13.728527,22.419915,114.13970900000001
IM987236577912,0,2180344.0,22.5777,114.275347,51.963177,1.313896
QP733450009384,0,2827088.0,22.5777,114.275347,-34.903857,-56.212547
QJ192569605337,0,2816068.0,22.419915,114.13970900000001,-34.595989,-58.368230000000004
EW544467468168,1,3079337.0,47.472865000000006,18.851387,22.246522,114.167519
NP638115052713,1,2761981.0,22.5777,114.275347,36.768454999999996,3.064607
NJ216360257660,1,2742032.0,22.556499,114.236875,45.219417,14.569439000000001
JZ164871366608,0,2180344.0,22.5777,114.275347,51.963177,1.313896
PF659749583316,0,3103065.0,22.5777,114.275347,-12.030142999999999,-77.13264699999999
AI990380503724,1,2498758.0,22.5777,114.275347,33.599299,-7.607741000000001
ES579854140206,0,2315998.0,22.5777,114.275347,51.90936,4.6026739999999995
EN352130123116,0,2585777.0,22.559462,113.86305800000001,-23.954513000000002,-46.28402
EI670698225727,0,4212682.0,22.694213,113.653433,6.449741,3.3795949999999997
KT979072154923,0,2279831.0,22.559462,113.86305800000001,19.085960999999998,-104.305571
QY497838633254,1,2331814.0,22.5777,114.275347,33.599299,-7.607741000000001
RM988806084309,0,3584262.0,22.559462,113.86305800000001,-33.578213,-71.609932
VV833862167394,0,2227215.0,22.559462,113.86305800000001,45.323482,14.440479000000002
KK505256602062,0,2210638.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
TN981766570406,0,2475523.0,22.694213,113.653433,-6.825322,39.287453
SP141429154128,0,2947032.0,22.5777,114.275347,-23.954513000000002,-46.28402
VG114272799382,0,2150393.0,22.5777,114.275347,44.40565,8.946256
FD698802797103,0,2165882.0,22.5777,114.275347,39.460366,-0.327021
EQ625862501946,0,2120146.0,22.5777,114.275347,9.352609,-79.88299
FS323716578191,0,2791778.0,22.694213,113.653433,5.651612,0.001217
GY947067662589,1,3635332.0,22.5777,114.275347,53.345724,-6.199016
ZY198608121827,0,3020693.0,22.559462,113.86305800000001,5.305333,-4.0041199999999995
XH651160054438,1,2326367.0,22.5777,114.275347,14.690892000000002,-17.427448000000002
JP494355969079,2,2452334.0,22.559462,113.86305800000001,-11.707512,43.246986
IK210572875843,1,3075818.0,22.5777,114.275347,14.690892000000002,-17.427448000000002
LQ137479719704,1,2959140.0,22.5777,114.275347,13.581498000000002,-89.82955600000001
DA972719189591,1,3073720.0,22.5777,114.275347,36.817256,10.286379
ZJ185329658516,0,3435513.0,22.694213,113.653433,6.449741,3.3795949999999997
PU744511369603,0,3246818.0,22.559462,113.86305800000001,-23.954513000000002,-46.28402
TN767405636967,1,3091733.0,22.5777,114.275347,6.318373,-10.793387
NO974131428477,1,3504294.0,19.085960999999998,-104.305571,22.419915,114.13970900000001
SB534330257755,0,2264518.0,22.5777,114.275347,-12.030142999999999,-77.13264699999999
NS201194381057,0,2563199.0,22.694213,113.653433,-6.825322,39.287453
YF297436371342,0,2594231.0,22.5777,114.275347,-23.954513000000002,-46.28402
CK819529998126,0,3242314.0,22.559462,113.86305800000001,18.425821,-69.638318
IT810825472365,0,3798066.0000000005,22.694213,113.653433,-8.808546,13.245285
ZG625178423085,0,2114632.0,22.5777,114.275347,51.963177,1.313896
BF776153380055,0,3798066.0000000005,22.694213,113.653433,-8.808546,13.245285
WM606839678928,0,3728309.0,22.694213,113.653433,6.449741,3.3795949999999997
IE146887612618,1,2196218.0,22.5777,114.275347,32.886587,13.181617000000001
TH576146769519,1,3151152.0,22.5777,114.275347,32.886587,13.181617000000001
BV408123099936,0,3227536.0,22.694213,113.653433,5.651612,0.001217
TR711670295476,1,3146711.0,45.537061,13.728527,22.419915,114.13970900000001
GB491833567341,0,2224512.0,22.5777,114.275347,51.90936,4.6026739999999995
GE135694246375,0,2224512.0,22.5777,114.275347,51.90936,4.6026739999999995
NB256552456257,0,2535715.0,22.5777,114.275347,-3.1372709999999997,-60.02955
VG478097172733,1,3473742.0,22.5777,114.275347,-3.1372709999999997,-60.02955
YY579492807396,0,2699858.0,22.5777,114.275347,-23.954513000000002,-46.28402
CP970390364484,1,2799207.0,45.537061,13.728527,22.419915,114.13970900000001
YB276156816225,0,2255944.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
OJ196798747727,2,5800150.0,22.694213,113.653433,4.027768,9.668861999999999
CB711657177030,1,2759167.0,22.5777,114.275347,33.599299,-7.607741000000001
QT686653518623,0,2569678.0,22.5777,114.275347,-23.954513000000002,-46.28402
FL918329553752,1,2260880.0,22.5777,114.275347,33.599299,-7.607741000000001
DY393412918377,1,2312583.0,22.5777,114.275347,33.599299,-7.607741000000001
LU807769749927,1,3059943.0,45.537061,13.728527,22.419915,114.13970900000001
GW487987910464,0,2348246.0,22.5777,114.275347,-23.954513000000002,-46.28402
HU227794695973,0,2786449.0,22.559462,113.86305800000001,-23.954513000000002,-46.28402
EH475811629535,1,3611734.0,22.5777,114.275347,-3.1372709999999997,-60.02955
EJ886849884854,0,2385484.0,22.559462,113.86305800000001,-33.030843,-71.642993
AZ745966039384,0,2243334.0,22.246522,114.167519,13.940551999999999,-90.787534
SJ545912828494,0,2974318.0,22.559462,113.86305800000001,5.305333,-4.0041199999999995
MQ782785722328,0,2771905.0,22.559462,113.86305800000001,19.085960999999998,-104.305571
SL673232755485,0,2361075.0,22.559462,113.86305800000001,45.537061,13.728527
RJ460103129715,0,2110467.0,22.559462,113.86305800000001,45.537061,13.728527
AN738504256661,1,2498758.0,22.5777,114.275347,33.599299,-7.607741000000001
HJ781991066448,0,2414053.0,22.559462,113.86305800000001,-23.954513000000002,-46.28402
CQ692081464041,0,2715629.0,22.5777,114.275347,-23.954513000000002,-46.28402
VX906232709140,0,2383981.0,22.5777,114.275347,-23.954513000000002,-46.28402
FF229373165852,0,3711236.0,22.246522,114.167519,6.449741,3.3795949999999997
QQ425157370621,1,3028371.0,45.537061,13.728527,22.419915,114.13970900000001
OS121704591279,0,2281859.0,22.5777,114.275347,50.790419,-1.121292
UK462211658158,2,3454315.0,22.5777,114.275347,32.118763,20.065502
LT314565644099,0,3338731.0,22.694213,113.653433,6.449741,3.3795949999999997
YL850277102376,0,2793641.0,22.5777,114.275347,-34.903857,-56.212547
XL104563282127,0,2422537.0,22.5777,114.275347,51.90936,4.6026739999999995
LW624209512296,1,3145463.0,45.537061,13.728527,22.419915,114.13970900000001
US139147320820,0,2417070.0,22.5777,114.275347,-23.954513000000002,-46.28402
KH139769883903,0,2493826.0,-23.954513000000002,-46.28402,22.419915,114.13970900000001
OU729187609665,1,3043573.0,45.537061,13.728527,22.419915,114.13970900000001
XD499393669984,1,2951607.0,22.5777,114.275347,36.768454999999996,3.064607
VE202460920421,1,3515379.0,22.559462,113.86305800000001,-11.707512,43.246986
MQ466868896228,1,3061388.0,45.537061,13.728527,22.419915,114.13970900000001
YM979507676660,0,2581717.0,22.5777,114.275347,-23.954513000000002,-46.28402
UQ852757932827,0,2771905.0,22.559462,113.86305800000001,19.085960999999998,-104.305571
DJ282514686800,0,2815393.0,22.694213,113.653433,-6.825322,39.287453
HA937303898303,0,2398938.0,22.5777,114.275347,-23.954513000000002,-46.28402
IR362732404381,1,3421144.0,25.022073000000002,55.04979,5.282197,-4.00494
YW782379188175,1,3798395.0000000005,22.559462,113.86305800000001,31.184241999999998,29.906483
TU919461044324,0,2398938.0,22.5777,114.275347,-23.954513000000002,-46.28402
NI506251084554,0,2692688.0,22.5777,114.275347,-23.954513000000002,-46.28402
UV209220840822,2,2621401.0,22.5777,114.275347,10.434794,45.01399
DZ368232406220,1,4084699.0000000005,22.694213,113.653433,4.027768,9.668861999999999
NZ775324273466,1,2818366.0,22.5777,114.275347,36.768454999999996,3.064607
QE583441602906,0,2195001.0,22.5777,114.275347,50.790419,-1.121292
LF135211909751,1,2381739.0,22.5777,114.275347,41.316948,19.4526
GS301303548129,0,3096264.0,22.559462,113.86305800000001,5.305333,-4.0041199999999995
TP432335487352,0,2367506.0,22.5777,114.275347,9.358666,-79.863599
WL614426145080,0,3565092.0,22.694213,113.653433,6.449741,3.3795949999999997
IJ922659251674,0,2224512.0,22.5777,114.275347,51.90936,4.6026739999999995
FC220434971795,0,2367236.0,22.5777,114.275347,9.352609,-79.88299
TB695822750085,0,3157897.0,22.559462,113.86305800000001,-2.261349,-79.90301
SW962795355558,0,2398938.0,22.5777,114.275347,-23.954513000000002,-46.28402
HZ900101811619,1,3074752.0,45.537061,13.728527,22.419915,114.13970900000001
NW972387213508,0,2426037.0,22.559462,113.86305800000001,-29.868304,31.050079999999998
UH128849222226,0,6041608.0,22.694213,113.653433,6.449741,3.3795949999999997
CR959871376234,0,2687406.0,22.694213,113.653433,6.449741,3.3795949999999997
EB441828896385,0,2947032.0,22.5777,114.275347,-23.954513000000002,-46.28402
OI979025577691,1,2567046.0,45.537061,13.728527,22.419915,114.13970900000001
LD301573486598,1,2144162.0,22.5777,114.275347,45.323482,14.440479000000002
XG940306462265,0,2988682.0,22.559462,113.86305800000001,5.305333,-4.0041199999999995
DA304115291972,0,2157016.0,22.5777,114.275347,50.790419,-1.121292
DA679493435651,0,2348246.0,22.5777,114.275347,-23.954513000000002,-46.28402
DT623632620653,1,2770171.0,22.5777,114.275347,9.992181,-83.045998
BO728576673824,0,2374972.0,22.5777,114.275347,-23.954513000000002,-46.28402
LV736885071140,0,3437349.0,22.5777,114.275347,-34.595989,-58.368230000000004
SU624670523408,1,3162283.0,45.537061,13.728527,22.419915,114.13970900000001
WX700390820497,0,2286232.0,35.848452,-5.519782,22.419915,114.13970900000001
SF110219262761,0,2180344.0,22.5777,114.275347,51.963177,1.313896
TY810387207012,1,3160669.0,45.537061,13.728527,22.419915,114.13970900000001
YB658008864219,0,2366043.0,22.694213,113.653433,-8.808546,13.245285
AX514253100826,1,2799207.0,45.537061,13.728527,22.419915,114.13970900000001
TO505789115789,1,2489194.0,22.5777,114.275347,33.599299,-7.607741000000001
YF243274997778,0,2180344.0,22.5777,114.275347,51.963177,1.313896
ZX741696557865,1,3121392.0,22.5777,114.275347,13.394997,-87.41982900000001
DL214668216119,0,2138532.0,22.5777,114.275347,50.790419,-1.121292
EV459746167306,0,2224512.0,22.5777,114.275347,51.90936,4.6026739999999995
NY951127225655,0,2572440.0,-23.954513000000002,-46.28402,22.419915,114.13970900000001
MV269195413453,0,2224512.0,22.5777,114.275347,51.90936,4.6026739999999995
JZ789800640891,0,2833668.0,22.694213,113.653433,5.282197,-4.00494
VB741491288450,0,2708850.0,22.559462,113.86305800000001,-23.954513000000002,-46.28402
ZY294539775651,0,2249584.0,22.5777,114.275347,50.790419,-1.121292
VK132240286581,0,2125058.0,22.559462,113.86305800000001,17.936756,-102.172503
FZ441306761333,0,2466439.0,22.694213,113.653433,-6.825322,39.287453
MG638610240325,1,3755626.0000000005,22.5777,114.275347,-3.1372709999999997,-60.02955
GG819693265950,0,2379615.0,22.5777,114.275347,-23.954513000000002,-46.28402
UQ497264581725,1,3264196.0,22.5777,114.275347,55.696856999999994,21.149812
CY523621131220,1,2176464.0,22.559462,113.86305800000001,31.184241999999998,29.906483
HB340907701390,0,3746234.0000000005,22.559462,113.86305800000001,-2.261349,-79.90301
IP358246958103,0,2185893.0,22.5777,114.275347,51.963177,1.313896
IG585088831467,0,3653021.0,22.694213,113.653433,6.449741,3.3795949999999997
YO836273214453,1,2365525.0,22.419915,114.13970900000001,22.533051999999998,88.27826999999999
TO854164873341,1,3145463.0,45.537061,13.728527,22.419915,114.13970900000001
BL952913591563,0,2417144.0,22.559462,113.86305800000001,-33.030843,-71.642993
FD989217474631,0,2569678.0,22.5777,114.275347,-23.954513000000002,-46.28402
